post_author,post_author_link,post_content,post_time,author_postCount,author_joinDate,post_head
esantanche,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=182261,"paddybinns wrote:
I recomend using funkey foam to hold the baterys


It looks like a very good idea. I didn't think about it.

I guess I have to make stripes of foam and glue them to the bottom of the plywood box.

Also I'll have to glue the ends of each stripe together after having wrapped the batteries with it.

I'll document everything in the project."," Sun Apr 17, 2016 10:17 am",3,"Tue Mar 15, 2016 11:57 am","Raspberry Pi based laptop in a plywood box"
esbeeb,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=10306,"BTW, one extremely sweet feature of Gajim is the ability to route OTR-encrypted text chats through the Tor network. This Tor functionality is built right into Gajim."," Mon Sep 09, 2013 2:05 pm",104,"Sat Feb 04, 2012 5:23 pm","Free Ekiga.net SIP acct + Twinkle + ZRTP = Fr"
espillier,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=46669,"Hello all,

Iâ€™m looking for information on playing audio from a Raspberry Pi for a project that I will start, but thereâ€™s a few tricky issues about which I donâ€™t seem to be able to find relevant information.

The goal of a project is to build a system that can be compared to a simplified Roland SPD-SX sampling pad, although at this point in time Iâ€™m not looking for sampling capabilities, Iâ€™m just interested in playback.

Basically, the system comprises a number of drum pads and/or pedal controls. I have a few spare Roland pads (PD-8A â€“ single trigger) and a FD-8 hi-hat controller which Iâ€™d like to use. Those pads have Â¼â€ female jacks to which you can connect an unbalanced TRS cable. Iâ€™d add similar jacks to a Raspberry, connecting them to the GPIO so that I can trigger events by hitting the pads. The pads have a piezo element under a rubber coating, I guess thereâ€™s nothing special here. I still need to find out how the hi-hat controller works.

drum sample triggers.jpg (12.98 KiB) Viewed 49 times


At this point in time, I think Iâ€™ll design the system for four triggers.

Software running in the Raspberry Pi should then intercept the trigger signals and play an audio file depending on which pad has been hit. Audio out should go to the headphone jack.

The audio file should be played either a single time or it should loop until a next hit on the same pad stops the looping (this is basic programming, Iâ€™m ok with that). Audio files will be read from the SD card in the Raspberry.

Tricky things for which I need help:

1) in which environment should I write this kind program ? should it be done in C/C++ or will Python be ok ?
2) are there any libraries available that I can use, especially given the fact that I might need simultaneous playback of two or more audio files (because I might have a long-playing file on 1 pad, e.g. with a backing track, and I might want to hit one of the other pads with some percussive sound)
3) how about latency ? It is quite obvious that any triggered sound should play â€œimmediatelyâ€. Practically speaking, I think a delay between hitting a pad and hearing a sound not exceeding 10 to 12 milliseconds is acceptable, but anything beyond that might become problematic. This is also the reason why I want to avoid using MIDI and triggering a VST on a laptop. I prefer the system to be standalone.
4) also related to the latency, what is the reading speed of a wav file from an SD card ? Does it make sense to read from the card ? or should I rather read the files into memory so that they are readily available
5) can I use the â€œstandardâ€ Raspbian operating system ? or should I rather explore real-time operating systems ?

This thread is already giving some interesting ideas, but it doesnâ€™t discuss latency issues: https://www.raspberrypi.org/forums/viewtopic.php?f=38&t=133789

Any advice or critique is welcome.

E"," Mon Apr 18, 2016 4:37 am",1,"Tue Dec 18, 2012 7:12 am","Building a drum sample player"
ethanh100,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=139299,"So I am now realizing that that it is for 5v, however would the same concept work but with this DC motor HAT controller work to control these 12v fans. https://www.adafruit.com/products/2348"," Wed Mar 23, 2016 5:44 pm",6,"Tue Mar 10, 2015 5:28 pm","RPi PC fan/watercooling controller"
eurekalo,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=166277,"Hi Kratos!

I'm French and I'm desperate!!! I can't run Kodi on my Ubuntu mate 10.15
There is any website in french which deals with this problem...

When I launch it in the terminal, always the same message:

""Failed to get size of gamma for output defaut
libEGL warning : DRI2 : failed to authenticate
Segmentation fault (core dumped)
Crash report available at /home/user/kodi_crashlog-date_time.log"" .

I'm tired with this sh**...!!!

If anyone have a solution to make kodi run on ubuntu mate 10.15, i'm listening to him/her.

Thank you"," Wed Dec 16, 2015 10:43 pm",2,"Mon Nov 23, 2015 9:07 am","Kodi on Ubuntu MATE 15.10"
evanhdon,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=118586,"With the updated software (Raspbian 2014-06-20), the following code:
CODE: SELECT ALL
amixer cset numid=3 1

should be changed to
CODE: SELECT ALL
amixer -c 0 cset numid=3 1

This will actually change the output location, instead of turning the Master volume all the way down like the former.

Evan"," Mon Aug 25, 2014 9:35 pm",4,"Sun Aug 24, 2014 10:12 pm","Bluetooth audio streaming"
evilkitty,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=107069,"I realized the way i asked that was meaning how much the regulator can handle, but how much can i sink into the logic pins total?
i wanted to drive a LED matrix, but i calculate a MAX at any given time of ~52ma, however i also have a sink of 15ma used for a night light (i should rewire that to source for PWM use), in addition to that i have 2 more sinks in use 0.33A each (if i recall correctly) and i also control a couple Darlington transistors (i used 3k or 10k resistors don't recall) which in theory only 1 should be on at a time (off/off || on/off || off/on)

Would disabling the hdmi's power free up amps for the gpio?
CODE: SELECT ALL
/usr/bin/tvservice -o"," Wed Dec 09, 2015 4:42 am",271,"Tue Apr 15, 2014 4:39 pm","+3.3 max amperage"
evilskaap,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=182349,"Please post make and model of camera/camera board, and the appliance where you extracted the camera from?"," Mon Apr 25, 2016 3:39 am",4,"Wed Mar 16, 2016 12:18 am","Hacking 10-pin IR Camera?"
exartemarte,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=12772,"IanH wrote:
You'll need to wire the TxD pin (GPIO 14) to the controller.

And ground/0v on the Pi to ground/0v on the 2X12. My apologies if that was obvious."," Sun Jul 22, 2012 1:39 am",352,"Sat Mar 03, 2012 8:51 am","Connect Motor controller and Raspberry PI via"
"exe paul",https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=176765,"i am also working on same thing we can help together . contact me -> aaditya1337[at]gmail[dot]com"," Sat Feb 13, 2016 6:38 pm",2,"Mon Feb 08, 2016 5:29 pm","voice control"
experix,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=125191,"I think 'clap' is a slang term for one of the venereal diseases
But if you are wanting to detect applause, maybe you can start by looking at the power spectrum or Fourier transform of applause recorded in the context in which you want to detect it, and figure out what features distinguish it. Then write a filter program that triggers on those features."," Sat Jan 02, 2016 10:50 am",202,"Mon Nov 10, 2014 12:39 pm","Clap detection in Pi"
ExploWare,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=101414,"There is more than one road to Rome, and Rome is a big city, so where are you going and how you're gonna travel?
In other words:
What kind of light are you talking about? Room-lights, indicator-lights, mood-lights? Are they working on power from the Pi or is it the outlet voltage, or another powertransformer in between?
Is the light dimmable by voltage or only by PWM?

Please be more specific so we can supply an accurate answer"," Mon Mar 14, 2016 4:58 pm",2,"Mon Feb 17, 2014 8:19 pm","Automation question"
fab-s,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=73188,"I got it running but with bad sound quality, kind of distorted. Turns out that you need to increase the output buffer size
CODE: SELECT ALL
-a 80


See this bug report: http://code.google.com/p/squeezelite/is ... tail?id=28"," Tue Jun 11, 2013 3:23 pm",1,"Tue Jun 11, 2013 3:19 pm","[Tutorial] Squeezelite up and running on Rasp"
fabricant,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=162306,"Using a Raspberry Pi an Arduino and a few sensors I've set up a system for monitorong the use of a lamp and reminding myself when I've left it on using twitter.

Detailed documentation and setup instructions can be found on my github here. https://github.com/dannyfabricant/light-Box"," Mon Dec 14, 2015 7:56 pm",3,"Tue Oct 13, 2015 9:52 am","monitor your household objects"
fadedknight,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=6454,"I'd thought of making my own pinball table for some time using Visual Pinball to handle the software and display side of things (probably using a laptop as the screen and brain of the machine), with an iPac (from my MAME controler) to supply switch inputs.

I just never got around to researching how to send an output from the PC/laptop out to fire the tables solenoids and so on.

I'm thinking the gertboard is the way to do this now and the RPi can do the rest. So a small and simple custom pinball table is my first experiment.

Can't wait to try."," Tue Jan 24, 2012 8:24 am",11,"Sun Jan 01, 2012 4:07 pm","Re: The projects list. Look here for some ide"
faditalalfaraj,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=119466,"i bought this RF relay http://www.ebay.com/itm/Raspberry-PI-RF-Relay-Receiver-for-home-automation-free-Transmitter-module-/271317650099 and i trying to send on and off command from a raspberry pi But how can i do that using the send command
for example "" sudo send 11111 1 1 "" First argument is the system code â€˜11111â€™, second argument is the device A = 1 and last is the value for the state of the outlet 1 = ""on"" but how can i pairing between transmitter and receiver and how can i know my receiver ID

Any idea to control this RF relay ??"," Wed Sep 03, 2014 6:13 pm",1,"Wed Sep 03, 2014 8:50 am","Python + 433MHz RF Transmitter and Receiver"
FallChallenge,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=10044,"I'd like to advice also my open source project

Take a look: https://github.com/roccomuso/iot-433mhz"," Sun Feb 07, 2016 11:43 am",18,"Wed Feb 01, 2012 7:28 am","433mhz cheap power plugs"
falumittir,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=184850,"Hi Friends,

New to RPi world and the world of Linux! I just got a RPi3. Installed MiniDLNA. Set it up as AP. Connected my two external HDDs. Installed BubbleUPnP on my android phone and tablet. I can see my RPi server and my files on HDDs. MX Player on my android played HD movies and i was excited! it worked.

But then problem started. First the following day MX player stopped playing the same file that i watched last night! It was giving me ""Cant play this file"" error. I thought it might be codec issue. Just a wild guess from my end as I read a lot about MPEG2 and VNC codec. So I went ahead and bought the codecs. Still no luck!

Then i installed Kodi on my android tablet and Kodi played the file and few others also. I thought finally i found the solution. But then after few hours of playback even Kodi stopped playing the files. I tried playing the same files what kodi played so far. But none of the files are working. I am not sure where are things getting wrong. I can see the files on my HDD through Kodi or BubbleUpnP client on my android but can't play them!

Any idea friends ??"," Mon Apr 18, 2016 11:05 am",1,"Thu Mar 31, 2016 7:18 am","Network streaming issue."
FantasyDR,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=69616,"Not related to any other package. I'm curies about DirectFB itself, just want to find a build with it integrated."," Sat Jun 01, 2013 8:09 pm",4,"Sun May 12, 2013 9:01 pm","WebKit + Gstreamer + WebGL + Canvas + MSE + E"
farmazon3000,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=86392,"Why to use this monster as you can have an Android tablet in your car for less $ ..."," Thu Aug 14, 2014 3:53 am",35,"Mon Oct 07, 2013 12:08 pm","iCarus - Raspberry Pi Car PC kit"
FatalXception,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=160449,"My first Raspberry Pi project is born out of necessity, and I've never attempted anything quite like this before. I'm currently in the planning phase. The dash lights in my car have burned out, and my options are to either buy ~$30 (or more) worth of parts to fix it or install a cheap aftermarket solution --OR-- to build my own. I think using a Pi Zero for this project would cost about the same (and it's worth it if it's a little more anyway). Objective would be to power everything from the car battery. I would want it to wait 3 seconds after detecting current to the headlights before energizing the Pi. This is to protect it from turning on while the car is starting- so if there is a better way to do this, I'm open. I would need a strip of LED's that are kind of bright and variable color (The strip would uniform color but I could change it on the fly, probably with a switch or button, or programmatically- I'd prefer to be able to use a PBNO to trigger it to change). I'd also like to be able to vary the intensity, probably with another PBNO- I like the idea of digital controls. I'd like to use a photosensor (perhaps stuck to the back of the mirror) to automatically turn on the lights. Can anyone recommend what parts I need and where to get them? Here's what I am envisioning:
-Pi Zero
-Enclosure for the Pi
-GPIO header
-4GB Micro SD card
-Power supply for Pi
-Fuse for Pi power supply
-varying color and intensity LED strip- would also need a low-profile enclosure or something with a backing so the light is directed to my gauges and I'm not looking straight into a strip of LED's when I check my speed
-2 pushbuttons- will need suggestions for appearance and some kind of enclosure, perhaps each is two switches, so we can go back without having to cycle through from the beginning- still haven't decided yet.
-light sensor that can withstand a fair amount of heat- Being mounted to the back of the mirror and being constantly exposed to sunlight coming through the windshield seems like it would need to be a rugged component.

Also, I need to know what the best way would be to power the LED's- Should this come through the Pi, or should the Pi act as a gate to switch on the LED's and provide a control mechanism- Should it be a power supply or just a controller? I'm planning to wire directly to the battery for any power needs- no cig lighter plugs. I'm thinking the hardware will be the most difficult part of the project- The scripting should be pretty easy.

So in a nutshell, I'm looking to build a project, probably with a Pi Zero, that will automatically turn on dash lights and allow me to customize the appearance for brightness and color, using pushbuttons on the GPIO's to do this- I want to make sure I have failsafes, so if something does go wrong, I can kill the lights, but I can just put a killswitch in line with the Pi power to accomplish this. Knowing me, I'll probably add a button down the road to save settings to the Pi.

My plan is to start with getting the Pi physically and logically working- that means getting the GPIO header installed, booting to Raspbian, then powering it directly from the car, getting the lights to come on at all, and then moving on to get the light sensor to turn the lights on, then the intensity controls working, then the color controls. I plan on using button presses on the GPIO to trigger scripts on the Pi to run the various functions.

So, with all that, I'm open to suggestions- I live in Pennsylvania in the US, about an hour from MicroCenter (Only store currently selling PI Zero and accessories), and I shop online as well for components. I have kids who will be very interested in working on the project, so it will create an educational opportunity as well as we get each piece working.

I have to deal with the first question: how/when can I get a Pi Zero? Microcenter is sold out and they are not on Amazon, plus I've read that they are sold out of the MagPi 40.
So far, I have created some things with the RPi2B- A couple of HTPC's and a content filtering proxy server, but these are mostly software-focused. This project will be more of a hardware and interfacing project. If I can't get a Pi Zero right away, I figure I can always 'borrow' one of my 2B's, which use a 2.5A power supply (Pi Zero accessory kits generally come with a 2A supply) and then I can swap in a Zero when available.

Sorry for the long post- just trying to get started and cover as many details as possible.
Can anyone recommend resources, brands, or even specific parts?
I appreciate any advice.
Thanks!"," Mon Nov 30, 2015 8:20 am",18,"Fri Sep 25, 2015 3:55 pm","First project- Need some advice..."
fatboy95,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=153972,"I'm curious if you ever started your project. I have been working on this for my coop."," Fri Feb 05, 2016 4:50 am",29,"Thu Jul 16, 2015 2:02 pm","Automatic chicken coop door"
"fawad ahmad",https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=179608,"hey i run the follwing line

CODE: SELECT ALL
sudo apt-get install twinkle

but it doesn't work ,following error comes

Reading package lists... Done
Building dependency tree
Reading state information... Done
E: Unable to locate package twinkle"," Thu Apr 14, 2016 11:23 am",3,"Tue Mar 01, 2016 9:00 am","Free Ekiga.net SIP acct + Twinkle + ZRTP = Fr"
Fede,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=17532,"Great job nsc, a very cheap way to use an expansion board!
Could the MCP23017 support also analog inputs?"," Wed Jun 06, 2012 4:17 am",14,"Sun May 13, 2012 10:39 am","MCP23S17 as I/O expander?"
feiry,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=50158,"Hi All,

I finally able to get the correct distance value from my PING Parallax sensor.
It doesn't need an i2c code, there is no sda/scl pins like the srf08 sensor.

I just have to measure the duration the pin go high and return low after I send a trigger signal.
After carefully apply the same logic of the arduino code in (http://arduino.cc/en/Tutorial/Ping), but use different calculation of the duration to cm, because the duration is in seconds instead of microseconds by multiplying with 34000 cm/sec.

I use pin 11 as the SIG pin, 5v to pin 2, GND to pin 6.

Here's the final code:
CODE: SELECT ALL
import time
import RPi.GPIO as GPIO

GPIO.setmode(GPIO.BOARD)
GPIO.setup(11, GPIO.OUT)

#cleanup output
GPIO.output(11, 0)

time.sleep(0.000002)

#send signal
GPIO.output(11, 1)

time.sleep(0.000005)

GPIO.output(11, 0)

GPIO.setup(11, GPIO.IN)

while GPIO.input(11)==0:
   starttime=time.time()

while GPIO.input(11)==1:
   endtime=time.time()
   
duration=endtime-starttime
distance=duration*34000/2
print distance


Hope it will be useful for someone in the future..."," Sun Oct 13, 2013 1:34 am",11,"Fri Jan 04, 2013 7:08 am","Parallax PING))) ?"
felix123,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=17674,"Cool! Do you plan on making the Pi store contents locally?"," Sat Jul 28, 2012 4:36 am",153,"Mon May 14, 2012 11:06 pm","Screenly OSE -- Digital Signage for the Raspb"
femindharamshi10,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=172354,"What will be the mysql host for raspberry pi mysql ? because i used to use it with hostinger.in and there it was mysql.hostinger.in"," Mon Jan 25, 2016 11:38 pm",101,"Thu Jan 07, 2016 6:28 am","Remote Access to Mysql on PI"
Ferdinand,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=92013,"Hi tomtalk24,

You can use a strain gauge weight detector used in bathroom scales see:
https://www.sparkfun.com/products/10245
Place the sensor under a bed leg and use an analog to digital converter
to measure the force if you in or out of the bed.

You can also use a co2 sensor (tgs2600) to measure the ratio of co2 or other gases if you in or out of the bed. Maybe an arduino can handle a part of your job. The arduino converts an anolog signal into a digital signal. An arduino output pin can trigger an RPi gpio input pin and starts a python function."," Sun Jul 26, 2015 2:53 am",65,"Sun Dec 01, 2013 7:24 am","Sensing a Human"
Ferdinand_Boccon,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=183881,"Let me start off by thanking you for your kind reply, as mentioned in the first post, I do focus just on the lighting of the plant so watering is not the biggest issues (also relating to the led system that reduced water consumption).
Related to a part of your post:
liudr wrote:
Scheduling can be done with time:action type of structures to cover 24 hours so all your program needs to do is to wait until the next time and do the associated activity.

does it mean I can set 21 daily programs in series and they will do it (that answering about the issue of long term non-assisted care (as I would not be there to change the programs everyday)?
Thank you again for the input you provided"," Tue Mar 29, 2016 8:16 am",2,"Fri Mar 25, 2016 6:29 am","Automated lighting and plant care"
ferg,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=175626,"Cheers, that's what I'm trying to do.
All that you've described I'm working on (except uart) and looking for anyone who has used a photodiode (not necessarily IR) on the gpio.
I think I might use a comparator to clean the signal up before sending to the decoding section.
It's just the devices that I'm looking for help with at the mo."," Tue Mar 08, 2016 2:34 pm",11,"Sat Jan 30, 2016 7:42 pm","Recommendations for photodiode and signal con"
fern2411,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=86562,"Thanks for your reply jamesh.

There are linux drivers available (x86 compatible) for that camera module.
The guys at matrix vision told me that they can give us device drivers for linux, but they are asking me for the toolchain to
build drivers for Raspberry Pi.

I don't know nothing about the toolchain.

It will we good if you can shed light on this."," Sat Oct 12, 2013 4:37 am",20,"Tue Oct 08, 2013 9:38 pm","Can we use custom camera module on Raspberry "
ferniematt,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=112678,"ame wrote:
ferniematt wrote:
with lots of research. using google we have found that the limit to the DS18B20 is to 10m from the pi. with this information we have had to change a few plans to make it work for our needs.
<snip>
and has anyone been successful running temperature sensors more then 10M?


Yes. The one-wire bus can work over much longer distances, even with random chunks of wire and hacked connectors. It's also extremely easy to test this with cat5e patch leads stuck together. In fact, RJ45 connectors make a good choice for one-wire networks, or RJ12 phone connectors.

I had an L-shaped network, with maybe 6m on the short part and about 15m on the long part, with the PC interface at the apex. The interface was a handful of discrete components on a serial port connector. Worked fine for 2 or 3 years.



Never used this i2c stuff before, what am i looking at for programming it, anyone done a tutorial with it"," Mon Jan 12, 2015 10:19 pm",25,"Wed Jun 18, 2014 10:18 pm","Pi Boiler program"
feroze,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=63388,"No way how awesome, I just signed up too."," Tue Apr 02, 2013 10:24 am",27,"Wed Mar 27, 2013 10:20 am","TTL Serial Camera"
Fettkeewl,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=172498,"Hmm I just read about a PIR motion sensor.

I guess they could work.. Altough I've got one of those annoying cats that will probably trigger it constantly..
http://www.ebay.com/itm/5PCS-HC-SR501-I ... xyBC1SB5up

Could be a matter of height setting. Anyone played around with this thing?"," Fri Jan 08, 2016 6:18 am",9,"Fri Jan 08, 2016 2:40 am","Lighted stairs project"
feverish,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=22998,"Having been along a similar path, you may find the tutorial at:-
http://www.cl.cam.ac.uk/freshers/raspbe ... ndix-three
useful."," Fri Apr 12, 2013 3:39 pm",471,"Wed Jun 27, 2012 7:29 am","Source code to w1-therm?"
FFSamurai05,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=187804,"Greetings and thanks for answering my query. I'm currently retrofitting an Atari 2600 to act as a Steam machine so that I can locally install 8-, 16-, and 32- bit games onto it. Things like the Atari Vault, Towerful Ascension, Pacman CE, Guacamelee, and similar style games are the kinds I plan on playing on this machine. I plan on using an ORICO SuperSpeed USB3.0 Hard Drive Docking Station for 2.5 & 3.5 Inches HDD & SSD in order to install a 250 GB hard drive onto the system as I heard that it's the only way to go about it so memory isn't the issue I'm curious about.

Now I posted a similar forum topic in the Atari Age forums and heard from one of their users that it might be possible to install STEAM OS and the games I mentioned locally on a raspberry pi. As I heard STEAM OS does not supporting an ARM architecture I wanted to ask you guys before I spent 45 bucks on a new raspberry pi. Do you guys know if that's possible and if so, how I can go about doing it? Thanks very much for reading and I hope you have a good one."," Wed Apr 20, 2016 5:06 pm",1,"Wed Apr 20, 2016 4:31 pm","Locally installing STEAM OS and STEAM Games"
Fidgit,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=175594,"Hi, I've been working on a similar project. It's been in my head for years, but i've only recently started working on it in Ernest.
My original plan was to use interrupts to handle timing the input pulses from the R/C receiver. the problem is that the Raspian kernel doesn't do a very good job of passing hardware interrupts to ""user application land"".

I recently found this post which offers an interesting alternative. (assuming that you are using a DSM transmitter)
https://www.raspberrypi.org/forums/view ... 91&t=90028

allegedly, the Pi can read the serial link directly from a DSM antenna. I have yet to really dig into this, but it looks promising.

Cheers!"," Sat Jan 30, 2016 2:08 pm",1,"Sat Jan 30, 2016 1:50 pm","RC Radio Reciver to RPi"
FigNewton,https://www.raspberrypi.org/forums/memberlist.php?mode=viewprofile&u=152378,"I have been fiddling around with my new Raspberry Pi 2 for a couple of weeks now and came across the PirateBox (http://piratebox.cc/start) and was intrigued. I think that it's an excellent idea to be able to carry around a little device that can be used to distribute information. I have also been a long time fan of Project Gutenberg (http://www.gutenberg.org). So I got to thinking that it would make sense to use the Raspberry Pi to help distribute these free books. I came up with the name GutenFree for this goofy little project.

Project supplies:
RaspberryPi
Wifi Dongle that will support AP mode
16gb micro/sd card
Battery power for remote use

Step 1
The first step in my project was to acquire the Gutenberg DVD. I went with the April 2010 Dual Layer DVD image which is 8gb in size. You can choose which image you want from here:

http://www.gutenberg.org/wiki/Gutenberg ... VD_Project

Step 2
After you have the DVD, you need to set up your sd card with Raspbian. I am not going to go into the specifics of this as it is well documented elsewhere. Don't forget to change your password for the user 'pi'. Also, make sure you are up to date with you libraries (sudo apt-get update, sudo apt-get upgrade).

Step 3
I used a wired connection for the rest of this setup so that I could get my wireless configured as an Access Point and still have an internet connection. If this is not feasible for you, then you might want to perform the wireless changes last after you get Apache installed. For step 3, I moved the iso file over to my sd card. There are multiple ways you can perform this. I sftp'ed the file over from my laptop. You could also mount your sd card on another machine and copy directly. Whatever works for you. Make sure you note the location of the iso file as you will need to set this up as a mount point later on. I put my Gutenberg iso in the following location: /home/pi/ProjectGutenberg/pgdvd042010.iso . My plan is to mount the iso in the /media folder under another folder name Gutenberg. So you need to cd to /media and 'sudo mkdir Gutenberg'. This will get the mount point set up that you will use later in the process.

Step 4
You need to set up your wireless card as an access point. There are a number of different tutorials on this around the web, and I am sure I used a couple of them to figure this out. I will leave this to you to configure to your specific wifi dongle if this doesn't work on yours. If you have issues, then dongle compatibility is most likely the cause. For this project I decided to set the ip range to 192.168.33.x. Thirty three rhymes with free, so it made sense to me. I also do not set up any kind of encryption. This is an open wifi connection. In my /etc/network/interfaces I have this:
CODE: SELECT ALL
#auto wlan0
allow-hotplug wlan0
iface wlan0 inet static
address 192.168.33.1
netmask 255.255.255.0
#wpa-conf /etc/wpa_supplicant/wpa_supplicant.conf

I have this in my /etc/hostapd/hostapd.conf file
CODE: SELECT ALL
interface=wlan0
driver=rtl871xdrv
ssid=GutenFree
hw_mode=g
channel=1
macaddr_acl=0
auth_algs=1
ignore_broadcast_ssid=0
ieee80211n=1
wmm_enabled=1


Step 5
Install Apache2. (sudo apt-get install apache2). Now you don't have to use Apache as there are a couple of other http servers out there. I am familiar with Apache so I decided it would be what I went with. You are free to experiment with this as you see fit.

Here is what I used for my /etc/apache2/sites-available/default file entry. I have change the DocumentRoot, put in a Directory entry for the Gutenberg iso, and also put in some basic Track/Trace remediation entries for security.

CODE: SELECT ALL
<VirtualHost *:80>
   ServerAdmin webmaster@localhost

   #DocumentRoot /var/www
   DocumentRoot /media/Gutenberg
   <Directory />
      Options FollowSymLinks
      AllowOverride None
   </Directory>
   <Directory /media/Gutenberg/>
      Options -Indexes FollowSymLinks MultiViews
      AllowOverride None
      Order allow,deny
      allow from all
   </Directory>

   ScriptAlias /cgi-bin/ /usr/lib/cgi-bin/
   <Directory ""/usr/lib/cgi-bin"">
      AllowOverride None
      Options +ExecCGI -MultiViews +SymLinksIfOwnerMatch
      Order allow,deny
      Allow from all
   </Directory>

   ErrorLog ${APACHE_LOG_DIR}/error.log

   # Possible values include: debug, info, notice, warn, error, crit,
   # alert, emerg.
   LogLevel warn

   CustomLog ${APACHE_LOG_DIR}/access.log combined

   #Note, these are industry standard track trace remediation entries. One set is recommended in each
   #virtual host entry and one set outside of the virtual hosts.
   RewriteEngine on
   RewriteCond %{REQUEST_METHOD} ^(TRACE|TRACK)
   RewriteRule .* - [F]
</VirtualHost>

#Note, these are industry standard track trace remediation entries. One set is recommended in each
#virtual host entry and one set outside of the virtual hosts.
RewriteEngine on
RewriteCond %{REQUEST_METHOD} ^(TRACE|TRACK)
RewriteRule .* - [F]


Step 6
Install dnsmasq. I used the instructions from this website to set up a captive portal.
http://sirlagz.net/2013/08/23/how-to-ca ... pberry-pi/

sudo apt-get install dnsmasq
sudo vi /etc/dnsmasq.conf

CODE: SELECT ALL
#Added by FigNewton 7/9/15
interface=wlan0 # To get dnsmasq to listen only on wlan0.
dhcp-range=192.168.33.5,192.168.33.225,255.255.255.0,12h # This sets the available range from 192.168.33.5 to 192.168.33.225
# It also sets the subnet mask to 255.255.255.0 and specifies a lease time of 12 hours.

#This will redirect all traffic to the local website.
address=/#/192.168.33.1


Step 7
You want the Gutenberg iso to mount at boot time. I mounted it to /media/Gutenberg so that it would match the document root that I set up in the apache config file.

sudo vi /etc/fstab

CODE: SELECT ALL
#Adding in the Gutenberg ISO
/home/pi/ProjectGutenberg/pgdvd042010.iso /media/Gutenberg auto loop 0 0


Once all of this is set up, you can reboot the RaspberryPi and unplug the ethernet cable. This should reboot as a standalone access point with the name 'GutenFree' that you can connect to without a passcode. From there open your browser and point to any website and you should be re-directed to the Gutenberg CD. You can then look up any of the titles on the dvd and download them to your device. It is a fun little project and I plan to fire this up and leave it running anytime I am in town, or nearby where people might see it.

For my battery power, I am using a 6000mah Pocket Juice Multicharger that I picked up at WalMart. So far I am able to get 6-8 hours of runtime while still having a single bar (out of four) of power left in the device. I don't want to run down completely as I would rather power down the RaspberryPi on my own. For that, I connect to the GutenFree wifi network, and then telnet into 192.168.33.1 and login as 'pi' and my password. I have a terminal program on my phone that will ssh and allow me to issue the shutdown command.

I am open to any suggestions, ideas or contributions to this thread. If you decide to make one, post here and let us know.

This is the website you will see in your browser once connected.
GutenFree_small.png (30.37 KiB) Viewed 942 times"," Sun Aug 02, 2015 7:04 pm",28,"Mon Jun 29, 2015 9:41 am",GutenFree
